X
-1.584832
-1.587347
-1.589871
10.45195
10.34384
10.23794
7.551513
7.494915
7.43916
1.262730
1.261138
1.259549
4.867777
4.844196
4.820843
4.797714
4.774806
4.752116
5.553341
5.522672
5.49234
6.063457
6.026913
5.990807
4.05565
4.039268
4.023018
2.916413
2.907932
2.899501
1.307288
1.305581
1.303879
-0.07512584
-0.07513148
-0.07513713
5.936279
5.901247
5.866627
3.273040
3.262363
3.251754
-2.558854
-2.565418
-2.572016
-2.308505
-2.313846
-2.319212
2.423523
2.417664
2.411833
2.97071
2.961911
2.953164
4.574877
4.554043
4.533398
2.040424
2.036270
2.032132
-1.145229
-1.146542
-1.147859
3.256003
3.245436
3.234937
0.3793537
0.3792098
0.3790661
0.09473061
0.09472164
0.09471267
3.977555
3.961797
3.946163
4.094429
4.077733
4.061173
2.057042
2.052820
2.048614
5.375233
5.346494
5.318061
2.644964
2.637987
2.631046
0.6504284
0.6500056
0.6495834
6.424462
6.383452
6.342962
2.284008
2.278803
2.273622
2.246652
2.241616
2.236602
3.899903
3.884752
3.869719
5.889282
5.854801
5.820722
2.693603
2.686367
2.679169
2.233634
2.228656
2.2237
3.939865
3.924404
3.909063
1.147659
1.146343
1.145030
0.1225415
0.1225265
0.1225115
3.001164
2.992184
2.983257
6.596253
6.553027
6.510365
5.813492
5.779891
5.746676
2.847169
2.839086
2.831048
5.781465
5.748231
5.715378
-0.2280762
-0.2281282
-0.2281803
0.3803872
0.3802426
0.3800981
4.141495
4.124414
4.107473
3.189972
3.179829
3.169749
2.527787
2.521413
2.515072
5.165099
5.138558
5.112288
4.341508
4.322741
4.304135
5.899546
5.864946
5.830749
2.572506
2.565905
2.559338
3.496993
3.484806
3.472705
4.239341
4.221445
4.203699
0.9909956
0.9900145
0.9890353
1.277661
1.276031
1.274405
0.3903201
0.3901678
0.3900156
2.729045
2.721617
2.714230
0.840647
0.8399409
0.839236
2.901322
2.892928
2.884583
2.826409
2.818443
2.810521
4.039105
4.022856
4.006738
10.21306
10.10981
10.00862
1.454017
1.451906
1.449801
2.234496
2.229514
2.224555
3.876514
3.861545
3.846691
0.710765
0.7102602
0.709756
1.495598
1.493365
1.491138
5.295635
5.267739
5.240135
3.747186
3.733197
3.719312
3.302105
3.291237
3.280441
3.106968
3.097345
3.087781
2.345353
2.339865
2.334403
1.673945
1.671147
1.668359
3.533927
3.521482
3.509125
1.705433
1.702529
1.699636
6.530356
6.487987
6.446165
5.034402
5.009184
4.984217
4.711523
4.689428
4.66754
7.974027
7.910945
7.848853
6.885572
6.838485
6.792038
6.98019
6.931805
6.884086
6.56965
6.526771
6.484449
6.292842
6.25349
6.214627
5.992427
5.956731
5.921459
7.55989
7.503166
7.447288
2.012854
2.008811
2.004783
5.581101
5.550126
5.519492
2.24401
2.238986
2.233984
3.977916
3.962155
3.946518
3.241949
3.231473
3.221064
0.8614132
0.8606718
0.8599317
1.205102
1.203651
