X
-0.09662846
0.02581137
-0.05299799
0.0723154
-0.003993449
-0.04725245
0.01497838
0.02011205
0.03259045
-0.04026082
-0.01074376
0.04881102
-0.03019161
0.03168171
-0.01523241
-0.03352103
0.01247090
0.06790772
-0.09782277
0.02350295
-0.01271351
-0.04149107
0.01739448
0.1297235
-0.1373972
0.01853015
-0.002236176
0.05920287
-0.06466672
0.06903409
-0.03304811
-0.0003452538
0.0519972
-0.0498149
-0.04202914
0.04840382
0.02125619
-0.02598017
-0.003198594
0.03069836
-0.01457378
0.02954959
-0.03448868
0.02099422
0.02066675
0.02495253
-0.01930317
-0.02114561
0.02233442
-0.04057796
0.003017201
-0.02541224
-0.003384014
-0.000888614
-0.003234014
0.001304373
0.01636883
-0.01813138
-0.01625305
-0.00652989
0.01919806
-0.02023138
0.02077387
-0.02474048
0.01253334
0.02198363
-0.01824217
-0.005911864
0.01222789
0.004169231
-0.00947237
0.00670843
-0.004295257
0.01253799
-0.01551296
-0.02054530
0.009620119
0.00561646
0.01674910
0.006390151
0.005048536
-0.006477584
0.0004350826
-0.03094851
0.003799796
0.02310917
0.0003792577
-0.01259246
0.02383069
-0.004043554
0.001686522
-0.02011337
0.01383185
0.001232306
-0.003023961
0.0001338949
0.009603278
0.000614142
0.01300229
-0.001538848
0.003440058
-0.01583511
0.005418893
0.0123557
0.001711119
-0.01483964
0.0165869
0.009330189
-0.009092902
-0.006920694
-0.003082637
-0.004476618
0.01633074
0.02327539
-0.0392214
0.02086945
0.02138837
-0.04112813
-0.002843633
0.01716637
-0.01797439
-0.007040861
-0.002842129
-0.00631061
-0.01087161
0.01089774
-0.004677016
-0.01866954
0.002437699
0.01669115
-0.005366441
-0.03117728
-0.01072716
