States,Seasonal AR Order,AR order,d,MA order,Seasonal MA Order,alpha.order,beta.order,Seasonal AR Order,AR order,d,MA order,Seasonal MA Order,alpha.order,beta.order,unitroot,intercept,comments
SD,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TN,0,1,0,3,0,1,1,0,0,0,1,0,0,0,1,1
TX,0,3,0,3,0,1,1,0,0,0,2,0,0,0,1,1
UT,0,2,0,1,0,1,1,0,2,0,0,0,0,0,1,1
VA,0,3,0,4,0,0,0,0,2,0,"1,3",0,0,0,1,1
VT,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1
WA,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,1
WI,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1
WV,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
WY,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,1
