AK,0
AL,4
AR,4
AZ,5
CA,0
CO,4
DC,5
DE,15
HI,1
IA,4
ID,4
IN,9
KS,4
KY,4
LA,11
MD,2
MI,3
MN,4
MS,3
MT,1
NC,4
ND,4
NE,15
NJ,7
NM,4
NV,2
NY,6
OH,2
OK,6
OR,2
RI,9
SC,1
SD,2
TX,5
UT,2
VA,3
WI,4
WV,3
WY,3
