State,Quarter,Year,Data
NM,4,1992,148.55
NM,1,1993,150.45
NM,2,1993,154.21
NM,3,1993,157.2
NM,4,1993,159.89
NM,1,1994,165.13
NM,2,1994,170
NM,3,1994,173.81
NM,4,1994,176.52
NM,1,1995,177.42
NM,2,1995,181.57
NM,3,1995,185.36
NM,4,1995,186.86
NM,1,1996,187.67
NM,2,1996,187.46
NM,3,1996,186.92
NM,4,1996,188.34
NM,1,1997,189.14
NM,2,1997,190.39
NM,3,1997,191.6
NM,4,1997,193.23
NM,1,1998,194.56
NM,2,1998,194.56
NM,3,1998,196.21
NM,4,1998,198.4
NM,1,1999,198.42
NM,2,1999,198.17
NM,3,1999,197.57
NM,4,1999,198.23
NM,1,2000,198.83
NM,2,2000,199.55
NM,3,2000,200.73
NM,4,2000,202.1
NM,1,2001,207.16
NM,2,2001,208.37
NM,3,2001,209.83
NM,4,2001,211.33
NM,1,2002,212.44
NM,2,2002,215.4
NM,3,2002,218.44
NM,4,2002,220.54
NM,1,2003,223.06
NM,2,2003,225.7
NM,3,2003,228.48
NM,4,2003,233.48
NM,1,2004,236.19
NM,2,2004,241.2
NM,3,2004,247.75
NM,4,2004,252.45
NM,1,2005,257.95
NM,2,2005,269.08
NM,3,2005,279.8
NM,4,2005,288.45
NM,1,2006,297.14
NM,2,2006,308.49
NM,3,2006,317
NM,4,2006,324.75
NM,1,2007,330.4
NM,2,2007,334.07
NM,3,2007,337.32
NM,4,2007,340.62
NM,1,2008,341.9
NM,2,2008,339.5
NM,3,2008,336.08
NM,4,2008,334.03
NV,1,1975,52.19
NV,2,1975,52.59
NV,3,1975,53.28
NV,4,1975,57.59
NV,1,1976,57.25
NV,2,1976,57.79
NV,3,1976,58.71
NV,4,1976,61.66
NV,1,1977,63.55
NV,2,1977,66.18
NV,3,1977,69.26
NV,4,1977,74.46
NV,1,1978,75.75
NV,2,1978,81.18
NV,3,1978,85.32
NV,4,1978,87.52
NV,1,1979,93.14
NV,2,1979,97.27
NV,3,1979,99.68
NV,4,1979,99.29
NV,1,1980,100
NV,2,1980,101.38
NV,3,1980,103.67
NV,4,1980,105.37
NV,1,1981,106.39
NV,2,1981,116.19
NV,3,1981,117.47
NV,4,1981,110.84
NV,1,1982,119.13
NV,2,1982,119.24
NV,3,1982,119.27
NV,4,1982,121.34
NV,1,1983,119.1
NV,2,1983,116.65
NV,3,1983,118.47
NV,4,1983,113.06
NV,1,1984,118.45
NV,2,1984,116.88
NV,3,1984,111.16
NV,4,1984,116.88
NV,1,1985,116.06
NV,2,1985,116.58
NV,3,1985,118.12
NV,4,1985,117.7
NV,1,1986,119.97
NV,2,1986,122.68
NV,3,1986,123.38
NV,4,1986,122.96
NV,1,1987,126.04
NV,2,1987,124.9
NV,3,1987,123.97
NV,4,1987,123.25
NV,1,1988,124.32
NV,2,1988,125.58
NV,3,1988,127.17
NV,4,1988,128.07
NV,1,1989,129.16
NV,2,1989,130.7
NV,3,1989,134.2
NV,4,1989,136.07
NV,1,1990,138.79
NV,2,1990,140.71
NV,3,1990,144.36
NV,4,1990,146.1
NV,1,1991,149.17
NV,2,1991,150.46
NV,3,1991,151.07
NV,4,1991,154.14
NV,1,1992,155.75
NV,2,1992,155.19
NV,3,1992,158.08
NV,4,1992,159.02
NV,1,1993,158.78
NV,2,1993,160.15
NV,3,1993,161.43
NV,4,1993,162.47
NV,1,1994,162.46
NV,2,1994,163.19
NV,3,1994,163.92
NV,4,1994,163.37
NV,1,1995,164.24
NV,2,1995,167.78
NV,3,1995,170.4
NV,4,1995,171.93
NV,1,1996,174
NV,2,1996,173.02
NV,3,1996,172.9
NV,4,1996,174.89
NV,1,1997,175.89
NV,2,1997,176.05
NV,3,1997,178.95
NV,4,1997,179.61
NV,1,1998,181.89
NV,2,1998,182.49
NV,3,1998,183.39
NV,4,1998,184.53
NV,1,1999,184.91
NV,2,1999,184.28
NV,3,1999,185.42
NV,4,1999,185.42
NV,1,2000,187.19
NV,2,2000,189.39
NV,3,2000,191.22
NV,4,2000,194.27
NV,1,2001,198.62
NV,2,2001,201.14
NV,3,2001,204.9
NV,4,2001,207.62
NV,1,2002,210.55
NV,2,2002,213.9
NV,3,2002,218.66
NV,4,2002,221.25
NV,1,2003,225.29
NV,2,2003,229.58
NV,3,2003,236.2
NV,4,2003,250.39
NV,1,2004,263.39
NV,2,2004,287.5
NV,3,2004,323.79
NV,4,2004,335.92
NV,1,2005,349.74
NV,2,2005,368.43
NV,3,2005,381.83
NV,4,2005,396.75
NV,1,2006,407
NV,2,2006,408.54
NV,3,2006,409.91
NV,4,2006,411.13
NV,1,2007,408.86
NV,2,2007,402.27
NV,3,2007,392.51
NV,4,2007,384.22
NV,1,2008,365.25
NV,2,2008,343.56
NV,3,2008,308.71
NV,4,2008,300.48
NY,1,1975,78
NY,2,1975,74.89
NY,3,1975,76.85
NY,4,1975,79.42
NY,1,1976,73.99
NY,2,1976,74.66
NY,3,1976,75.76
NY,4,1976,73.78
NY,1,1977,77.98
NY,2,1977,82.29
NY,3,1977,82.03
NY,4,1977,83.89
NY,1,1978,83.34
NY,2,1978,86.94
NY,3,1978,82.93
NY,4,1978,83.69
NY,1,1979,95.08
NY,2,1979,94.78
NY,3,1979,94.43
NY,4,1979,96.94
NY,1,1980,100
NY,2,1980,106.2
NY,3,1980,113.37
NY,4,1980,110.82
NY,1,1981,111.74
NY,2,1981,108.36
NY,3,1981,115.65
NY,4,1981,114.72
NY,1,1982,129.61
NY,2,1982,132.65
NY,3,1982,124.38
NY,4,1982,128.44
NY,1,1983,128.21
NY,2,1983,132.19
NY,3,1983,137.62
NY,4,1983,147.16
NY,1,1984,150.41
NY,2,1984,155.86
NY,3,1984,161.44
NY,4,1984,168.64
NY,1,1985,175.46
NY,2,1985,183.88
NY,3,1985,192.03
NY,4,1985,198.81
NY,1,1986,207.53
NY,2,1986,216.16
NY,3,1986,226.24
NY,4,1986,236.22
NY,1,1987,245.68
NY,2,1987,253.86
NY,3,1987,265.83
NY,4,1987,269.76
NY,1,1988,276.24
NY,2,1988,279.42
NY,3,1988,281.22
NY,4,1988,281.81
NY,1,1989,282.15
NY,2,1989,281.44
NY,3,1989,284.28
NY,4,1989,285.23
NY,1,1990,285.08
NY,2,1990,281.68
NY,3,1990,280.24
NY,4,1990,276.94
NY,1,1991,276.89
NY,2,1991,278.47
NY,3,1991,277.7
NY,4,1991,279.94
NY,1,1992,285.26
NY,2,1992,281.23
NY,3,1992,284.28
NY,4,1992,286.25
NY,1,1993,281.6
NY,2,1993,287.49
NY,3,1993,286.78
NY,4,1993,287.83
NY,1,1994,284.77
NY,2,1994,281.41
NY,3,1994,279.48
NY,4,1994,274.34
NY,1,1995,272.34
NY,2,1995,277.26
NY,3,1995,281.48
NY,4,1995,281.14
NY,1,1996,286.03
NY,2,1996,284.02
NY,3,1996,282.06
NY,4,1996,281.82
NY,1,1997,281.92
NY,2,1997,285.45
NY,3,1997,288.06
NY,4,1997,291.01
NY,1,1998,297.74
NY,2,1998,299.73
NY,3,1998,301.95
NY,4,1998,306.16
NY,1,1999,308.75
NY,2,1999,314.18
NY,3,1999,322.79
NY,4,1999,328.72
NY,1,2000,333.88
NY,2,2000,343.82
NY,3,2000,353.44
NY,4,2000,359.04
NY,1,2001,367.91
NY,2,2001,376.32
NY,3,2001,386.11
NY,4,2001,393.5
NY,1,2002,403.49
NY,2,2002,415.93
NY,3,2002,427.84
NY,4,2002,437.78
NY,1,2003,447.78
NY,2,2003,458.48
NY,3,2003,465.22
NY,4,2003,488.4
NY,1,2004,498.93
NY,2,2004,513.11
NY,3,2004,538.71
NY,4,2004,552.51
NY,1,2005,567.88
NY,2,2005,587.02
NY,3,2005,605.55
NY,4,2005,621.82
NY,1,2006,635.53
NY,2,2006,639.18
NY,3,2006,641.47
NY,4,2006,651.57
NY,1,2007,656
NY,2,2007,655.66
NY,3,2007,650.74
NY,4,2007,657.92
NY,1,2008,658.86
NY,2,2008,650.13
NY,3,2008,634.84
NY,4,2008,629.67
OH,1,1975,64.26
OH,2,1975,64.07
OH,3,1975,63.96
OH,4,1975,65.38
OH,1,1976,66.49
OH,2,1976,68.64
OH,3,1976,70.68
OH,4,1976,72.15
OH,1,1977,72.89
OH,2,1977,75.12
OH,3,1977,78.55
OH,4,1977,80.8
OH,1,1978,82.73
OH,2,1978,85.98
OH,3,1978,88.52
OH,4,1978,91.19
OH,1,1979,95.37
OH,2,1979,97.69
OH,3,1979,98.78
OH,4,1979,100.4
OH,1,1980,100
OH,2,1980,99.21
OH,3,1980,101.56
OH,4,1980,102.88
OH,1,1981,102.93
OH,2,1981,103.19
OH,3,1981,102.91
OH,4,1981,101.63
OH,1,1982,100.92
OH,2,1982,97.89
OH,3,1982,101.88
OH,4,1982,102.88
OH,1,1983,102.38
OH,2,1983,105.11
OH,3,1983,105.88
OH,4,1983,105.37
OH,1,1984,105.75
OH,2,1984,106.78
OH,3,1984,106.9
OH,4,1984,107.08
OH,1,1985,107.77
OH,2,1985,108.99
OH,3,1985,110.32
OH,4,1985,111.1
OH,1,1986,112.61
OH,2,1986,114.13
OH,3,1986,115.95
OH,4,1986,117.56
OH,1,1987,119.64
OH,2,1987,122.15
OH,3,1987,124.6
OH,4,1987,125.83
OH,1,1988,127.95
OH,2,1988,130.69
OH,3,1988,131.86
OH,4,1988,133.08
OH,1,1989,134.66
OH,2,1989,136.12
OH,3,1989,138.94
OH,4,1989,139.87
OH,1,1990,141.45
OH,2,1990,142.75
OH,3,1990,144.74
OH,4,1990,145.06
OH,1,1991,146.76
OH,2,1991,148.86
OH,3,1991,149.83
OH,4,1991,152.04
OH,1,1992,153.72
OH,2,1992,154.74
OH,3,1992,156.83
OH,4,1992,158.41
OH,1,1993,159.14
OH,2,1993,160.96
OH,3,1993,162.9
OH,4,1993,164.87
OH,1,1994,166.78
OH,2,1994,169.53
OH,3,1994,170.46
OH,4,1994,171.87
OH,1,1995,172.93
OH,2,1995,176.28
OH,3,1995,179.34
OH,4,1995,181.52
OH,1,1996,184.19
OH,2,1996,185.67
OH,3,1996,186.94
OH,4,1996,188.87
OH,1,1997,191.4
OH,2,1997,192.7
OH,3,1997,195.53
OH,4,1997,198.03
OH,1,1998,200.42
OH,2,1998,202.24
OH,3,1998,204.69
OH,4,1998,207.04
OH,1,1999,209.13
OH,2,1999,210.8
OH,3,1999,211.41
OH,4,1999,212.67
OH,1,2000,214.84
OH,2,2000,217.41
OH,3,2000,219.97
OH,4,2000,222.99
OH,1,2001,227.43
OH,2,2001,229.74
OH,3,2001,231.91
OH,4,2001,233.95
OH,1,2002,235.76
OH,2,2002,237.33
OH,3,2002,239.9
OH,4,2002,241.61
OH,1,2003,243.42
OH,2,2003,245.21
OH,3,2003,247.19
OH,4,2003,250.3
OH,1,2004,252.11
OH,2,2004,253.53
OH,3,2004,256.54
OH,4,2004,259.48
OH,1,2005,261.92
OH,2,2005,264.4
OH,3,2005,267.02
OH,4,2005,267.1
OH,1,2006,267.83
OH,2,2006,266.95
OH,3,2006,266.27
OH,4,2006,268.37
OH,1,2007,268.87
OH,2,2007,268.54
OH,3,2007,266.32
OH,4,2007,267.73
OH,1,2008,270.48
OH,2,2008,267.67
OH,3,2008,260.28
OH,4,2008,262.64
OK,1,1975,55.39
OK,2,1975,55.35
OK,3,1975,55.36
OK,4,1975,57.93
OK,1,1976,58.24
OK,2,1976,62.14
OK,3,1976,60.06
OK,4,1976,65.56
OK,1,1977,67.27
OK,2,1977,65.93
OK,3,1977,70.67
OK,4,1977,71.31
OK,1,1978,74.84
OK,2,1978,78.42
OK,3,1978,81.01
OK,4,1978,85.35
OK,1,1979,89.01
OK,2,1979,90.88
OK,3,1979,94.09
OK,4,1979,97.03
OK,1,1980,100
OK,2,1980,99.18
OK,3,1980,105.42
OK,4,1980,101.8
OK,1,1981,104.24
OK,2,1981,108.48
OK,3,1981,111.15
OK,4,1981,113.07
OK,1,1982,116.99
OK,2,1982,119.33
OK,3,1982,120.19
OK,4,1982,122.22
OK,1,1983,124.05
OK,2,1983,125.43
OK,3,1983,126.64
OK,4,1983,126.99
OK,1,1984,122.93
OK,2,1984,120.69
OK,3,1984,119.38
OK,4,1984,119.52
OK,1,1985,119.88
OK,2,1985,118.08
OK,3,1985,117.91
OK,4,1985,115.01
OK,1,1986,116.45
OK,2,1986,117.98
OK,3,1986,113.73
OK,4,1986,112.27
OK,1,1987,111.91
OK,2,1987,109.23
OK,3,1987,103.82
OK,4,1987,100.8
OK,1,1988,99.54
OK,2,1988,100.18
OK,3,1988,97.82
OK,4,1988,99.2
OK,1,1989,98.97
OK,2,1989,100.68
OK,3,1989,102.17
OK,4,1989,101.04
OK,1,1990,101.19
OK,2,1990,102.52
OK,3,1990,101.89
OK,4,1990,101.8
OK,1,1991,103.4
OK,2,1991,105.04
OK,3,1991,105.15
OK,4,1991,107.27
OK,1,1992,107.89
OK,2,1992,107.94
OK,3,1992,109.53
OK,4,1992,109.88
OK,1,1993,110.3
OK,2,1993,112.14
OK,3,1993,113.81
OK,4,1993,115.45
OK,1,1994,116.17
OK,2,1994,118.61
OK,3,1994,118.83
OK,4,1994,118.6
OK,1,1995,119.06
OK,2,1995,121.09
OK,3,1995,122.8
OK,4,1995,124.01
OK,1,1996,125.44
OK,2,1996,126.27
OK,3,1996,127.17
OK,4,1996,127.91
OK,1,1997,128.36
OK,2,1997,129.28
OK,3,1997,131.03
OK,4,1997,133.13
OK,1,1998,134.75
OK,2,1998,135.63
OK,3,1998,137.56
OK,4,1998,139.72
OK,1,1999,140.32
OK,2,1999,141.68
OK,3,1999,143.43
OK,4,1999,143.82
OK,1,2000,145.33
OK,2,2000,146.78
OK,3,2000,149.42
OK,4,2000,150.16
OK,1,2001,153.87
OK,2,2001,155.43
OK,3,2001,156.83
OK,4,2001,158.81
OK,1,2002,159.26
OK,2,2002,160.73
OK,3,2002,162.99
OK,4,2002,165.1
OK,1,2003,166.28
OK,2,2003,168.22
OK,3,2003,169.41
OK,4,2003,171.26
OK,1,2004,173.26
OK,2,2004,174.96
OK,3,2004,175.91
OK,4,2004,179.52
OK,1,2005,180.37
OK,2,2005,183.62
OK,3,2005,186.73
OK,4,2005,189.41
OK,1,2006,190.74
OK,2,2006,193.9
OK,3,2006,195.45
OK,4,2006,198.49
OK,1,2007,201.34
OK,2,2007,202.2
OK,3,2007,206.3
OK,4,2007,208.84
OK,1,2008,209.82
OK,2,2008,212.68
OK,3,2008,211.7
OK,4,2008,211.24
OR,1,1975,51.26
OR,2,1975,51.47
OR,3,1975,53.48
OR,4,1975,53.96
OR,1,1976,57.61
OR,2,1976,57.5
OR,3,1976,60.66
OR,4,1976,64.07
OR,1,1977,67.72
OR,2,1977,69.65
OR,3,1977,74.68
OR,4,1977,78.76
OR,1,1978,80.52
OR,2,1978,85.08
OR,3,1978,88.94
OR,4,1978,92.51
OR,1,1979,96.55
OR,2,1979,96.62
OR,3,1979,98.81
OR,4,1979,100.83
OR,1,1980,100
OR,2,1980,99.61
OR,3,1980,106.42
OR,4,1980,103.38
OR,1,1981,98.22
OR,2,1981,98.78
OR,3,1981,95.16
OR,4,1981,91.99
OR,1,1982,99.4
OR,2,1982,93.71
OR,3,1982,96.35
OR,4,1982,101.84
OR,1,1983,99.31
OR,2,1983,101
OR,3,1983,100.26
OR,4,1983,98.93
OR,1,1984,98.97
OR,2,1984,98.31
OR,3,1984,97.14
OR,4,1984,100.9
OR,1,1985,98.54
OR,2,1985,98.43
OR,3,1985,97.78
OR,4,1985,97.85
OR,1,1986,98.83
OR,2,1986,99.55
OR,3,1986,100.17
OR,4,1986,98.62
OR,1,1987,100.62
OR,2,1987,100.99
OR,3,1987,99.98
OR,4,1987,99.25
OR,1,1988,101.26
OR,2,1988,102.27
OR,3,1988,105.74
OR,4,1988,106.68
OR,1,1989,108.58
OR,2,1989,111.23
OR,3,1989,114.37
OR,4,1989,117.38
OR,1,1990,121.66
OR,2,1990,127.87
OR,3,1990,132.65
OR,4,1990,134.94
OR,1,1991,137.28
OR,2,1991,140.35
OR,3,1991,142.74
OR,4,1991,145.94
OR,1,1992,148.8
OR,2,1992,150.77
OR,3,1992,154.43
OR,4,1992,157.39
OR,1,1993,159.52
OR,2,1993,162.72
OR,3,1993,166.63
OR,4,1993,170.19
OR,1,1994,174.46
OR,2,1994,180.59
OR,3,1994,185.38
OR,4,1994,188.39
OR,1,1995,191.7
OR,2,1995,196.8
OR,3,1995,201.58
OR,4,1995,205.21
OR,1,1996,209.25
OR,2,1996,212.07
OR,3,1996,215.49
OR,4,1996,219.04
OR,1,1997,222.67
OR,2,1997,224.95
OR,3,1997,229.89
OR,4,1997,232.51
OR,1,1998,235.83
OR,2,1998,237.46
OR,3,1998,240.01
OR,4,1998,242.44
OR,1,1999,243.32
OR,2,1999,244.56
OR,3,1999,245.24
OR,4,1999,245.94
OR,1,2000,248.89
OR,2,2000,250.25
OR,3,2000,252.55
OR,4,2000,255.69
OR,1,2001,262.73
OR,2,2001,265.17
OR,3,2001,267.45
OR,4,2001,269.81
OR,1,2002,273.34
OR,2,2002,275
OR,3,2002,279.84
OR,4,2002,282.04
OR,1,2003,285.13
OR,2,2003,287.56
OR,3,2003,291.8
OR,4,2003,299.57
OR,1,2004,303.22
OR,2,2004,312.25
OR,3,2004,325.76
OR,4,2004,334.04
OR,1,2005,343.92
OR,2,2005,362.01
OR,3,2005,381.96
OR,4,2005,399.3
OR,1,2006,414.55
OR,2,2006,431.33
OR,3,2006,443.38
OR,4,2006,452.21
OR,1,2007,457.96
OR,2,2007,465.46
OR,3,2007,465.75
OR,4,2007,469.38
OR,1,2008,468.27
OR,2,2008,463.47
OR,3,2008,453.35
OR,4,2008,447.58
PA,1,1975,71.21
PA,2,1975,72.77
PA,3,1975,75.52
PA,4,1975,72.02
PA,1,1976,76.89
PA,2,1976,78.06
PA,3,1976,79.55
PA,4,1976,76.67
PA,1,1977,76.31
PA,2,1977,82.25
PA,3,1977,82.11
PA,4,1977,86.82
PA,1,1978,87.9
PA,2,1978,89.48
PA,3,1978,87.74
PA,4,1978,89.16
PA,1,1979,94.56
PA,2,1979,97.25
PA,3,1979,98.05
PA,4,1979,99.79
PA,1,1980,100
PA,2,1980,97.85
PA,3,1980,103
PA,4,1980,102.96
PA,1,1981,104.05
PA,2,1981,105.54
PA,3,1981,105.91
PA,4,1981,102.31
PA,1,1982,105.97
PA,2,1982,108.77
PA,3,1982,106.72
PA,4,1982,107.18
PA,1,1983,110.48
PA,2,1983,111.77
PA,3,1983,114.34
PA,4,1983,115.1
PA,1,1984,115.68
PA,2,1984,118.44
PA,3,1984,120.17
PA,4,1984,120.94
PA,1,1985,122.55
PA,2,1985,125.5
PA,3,1985,128.21
PA,4,1985,129.72
PA,1,1986,132.71
PA,2,1986,136.6
PA,3,1986,141.12
PA,4,1986,145.72
PA,1,1987,150.64
PA,2,1987,156.74
PA,3,1987,164.41
PA,4,1987,170.1
PA,1,1988,173.27
PA,2,1988,180.18
PA,3,1988,185.24
PA,4,1988,187.15
PA,1,1989,189.37
PA,2,1989,190.67
PA,3,1989,194.9
PA,4,1989,197.23
PA,1,1990,197.38
PA,2,1990,197.7
PA,3,1990,198.43
PA,4,1990,197.91
PA,1,1991,199.32
PA,2,1991,200.99
PA,3,1991,201.2
PA,4,1991,204.7
PA,1,1992,205.87
PA,2,1992,205.59
PA,3,1992,207.49
PA,4,1992,208.76
PA,1,1993,208.38
PA,2,1993,209.93
PA,3,1993,210.81
PA,4,1993,212.59
PA,1,1994,212.53
PA,2,1994,211.47
PA,3,1994,209.79
PA,4,1994,207.91
PA,1,1995,206.86
PA,2,1995,210.63
PA,3,1995,214.26
PA,4,1995,215.4
PA,1,1996,218.47
PA,2,1996,215.69
PA,3,1996,214.83
PA,4,1996,216.6
PA,1,1997,217.98
PA,2,1997,217.67
PA,3,1997,219.81
PA,4,1997,222.31
PA,1,1998,225.79
PA,2,1998,226.12
PA,3,1998,227.15
PA,4,1998,230.19
PA,1,1999,231.84
PA,2,1999,232.01
PA,3,1999,233.03
PA,4,1999,234.24
PA,1,2000,236.76
PA,2,2000,239.91
PA,3,2000,242.38
PA,4,2000,245.26
PA,1,2001,251.77
PA,2,2001,255.8
PA,3,2001,259.09
PA,4,2001,262.38
PA,1,2002,266.49
PA,2,2002,270.91
PA,3,2002,276.53
PA,4,2002,281.33
PA,1,2003,284.58
PA,2,2003,288.18
PA,3,2003,294
PA,4,2003,302.78
PA,1,2004,308.13
PA,2,2004,316.26
PA,3,2004,329.47
PA,4,2004,337.34
PA,1,2005,344.74
PA,2,2005,356.66
PA,3,2005,368.29
PA,4,2005,377.53
PA,1,2006,385.21
PA,2,2006,390.86
PA,3,2006,395.98
PA,4,2006,401.76
PA,1,2007,406.21
PA,2,2007,408.7
PA,3,2007,410
PA,4,2007,412.84
PA,1,2008,415.98
PA,2,2008,413.72
PA,3,2008,408.3
PA,4,2008,409.47
RI,1,1975,59.44
RI,2,1975,64.93
RI,3,1975,64.64
RI,4,1975,66.03
RI,1,1976,63.92
RI,2,1976,66.55
RI,3,1976,69.1
RI,4,1976,68.25
RI,1,1977,68.55
RI,2,1977,70.23
RI,3,1977,74.22
RI,4,1977,75.29
RI,1,1978,76.02
RI,2,1978,80.22
RI,3,1978,82.14
RI,4,1978,86.54
RI,1,1979,90.3
RI,2,1979,90.99
RI,3,1979,92.82
RI,4,1979,100.99
RI,1,1980,100
RI,2,1980,101.36
RI,3,1980,101.52
RI,4,1980,97.37
RI,1,1981,95.13
RI,2,1981,105.26
RI,3,1981,101.99
RI,4,1981,100.73
RI,1,1982,99.29
RI,2,1982,103.74
RI,3,1982,101.68
RI,4,1982,106.67
RI,1,1983,108.27
RI,2,1983,110.08
RI,3,1983,117.53
RI,4,1983,119.63
RI,1,1984,116.73
RI,2,1984,119.57
RI,3,1984,125.01
RI,4,1984,127.44
RI,1,1985,129.52
RI,2,1985,135.62
RI,3,1985,140.03
RI,4,1985,148.7
RI,1,1986,152.77
RI,2,1986,160.21
RI,3,1986,171.28
RI,4,1986,187.39
RI,1,1987,201.38
RI,2,1987,212.24
RI,3,1987,228.42
RI,4,1987,236.54
RI,1,1988,245.6
RI,2,1988,248.76
RI,3,1988,251.19
RI,4,1988,253.39
RI,1,1989,254.78
RI,2,1989,256.51
RI,3,1989,262.47
RI,4,1989,263.81
RI,1,1990,260.84
RI,2,1990,256.23
RI,3,1990,256.59
RI,4,1990,251.79
RI,1,1991,252.27
RI,2,1991,246.56
RI,3,1991,244.07
RI,4,1991,246.94
RI,1,1992,245.35
RI,2,1992,242.32
RI,3,1992,242.29
RI,4,1992,243.23
RI,1,1993,241.94
RI,2,1993,242.25
RI,3,1993,241.54
RI,4,1993,243.82
RI,1,1994,242.44
RI,2,1994,235.94
RI,3,1994,231.95
RI,4,1994,229.32
RI,1,1995,230.63
RI,2,1995,233.3
RI,3,1995,237.23
RI,4,1995,239.7
RI,1,1996,242.33
RI,2,1996,237.46
RI,3,1996,233.56
RI,4,1996,235.17
RI,1,1997,236.85
RI,2,1997,235.57
RI,3,1997,239.93
RI,4,1997,243.39
RI,1,1998,247.28
RI,2,1998,246.35
RI,3,1998,248.7
RI,4,1998,251.39
RI,1,1999,253.43
RI,2,1999,255.55
RI,3,1999,259.95
RI,4,1999,264.78
RI,1,2000,272.99
RI,2,2000,281.2
RI,3,2000,290.53
RI,4,2000,295.59
RI,1,2001,302.36
RI,2,2001,312.97
RI,3,2001,324.55
RI,4,2001,331.68
RI,1,2002,344.48
RI,2,2002,361.05
RI,3,2002,375.03
RI,4,2002,386.98
RI,1,2003,398.24
RI,2,2003,407.83
RI,3,2003,424.63
RI,4,2003,451.81
RI,1,2004,463
RI,2,2004,483.98
RI,3,2004,516.52
RI,4,2004,530.12
RI,1,2005,542.13
RI,2,2005,563.94
RI,3,2005,576.56
RI,4,2005,585.28
RI,1,2006,592.33
RI,2,2006,595.63
RI,3,2006,592.71
RI,4,2006,596.33
RI,1,2007,596.35
RI,2,2007,586.66
RI,3,2007,577.39
RI,4,2007,578.39
RI,1,2008,576.02
RI,2,2008,555.61
RI,3,2008,534.98
RI,4,2008,530.25
SC,1,1975,69.46
SC,2,1975,63.83
SC,3,1975,67.04
SC,4,1975,67.19
SC,1,1976,67.04
SC,2,1976,73.05
SC,3,1976,71.86
SC,4,1976,75.38
SC,1,1977,71.95
SC,2,1977,74.23
SC,3,1977,74.38
SC,4,1977,78.08
SC,1,1978,74.71
SC,2,1978,79.44
SC,3,1978,81.48
SC,4,1978,83.9
SC,1,1979,88.21
SC,2,1979,89.94
SC,3,1979,93.34
SC,4,1979,92.34
SC,1,1980,100
SC,2,1980,97.84
SC,3,1980,102.39
SC,4,1980,96.64
SC,1,1981,100.69
SC,2,1981,104.6
SC,3,1981,109.09
SC,4,1981,107.64
SC,1,1982,108.02
SC,2,1982,109.91
SC,3,1982,111.79
SC,4,1982,112.93
SC,1,1983,115.54
SC,2,1983,112.1
SC,3,1983,116.74
SC,4,1983,110.82
SC,1,1984,117.68
SC,2,1984,117.4
SC,3,1984,114.69
SC,4,1984,119.02
SC,1,1985,121.39
SC,2,1985,121.74
SC,3,1985,122.87
SC,4,1985,123.42
SC,1,1986,126.6
SC,2,1986,127.26
SC,3,1986,128.88
SC,4,1986,130.9
SC,1,1987,133.29
SC,2,1987,134.3
SC,3,1987,134.66
SC,4,1987,135.17
SC,1,1988,137.67
SC,2,1988,139.63
SC,3,1988,140.77
SC,4,1988,141.11
SC,1,1989,143.6
SC,2,1989,143.44
SC,3,1989,146.99
SC,4,1989,147.21
SC,1,1990,148.52
SC,2,1990,150.07
SC,3,1990,151.01
SC,4,1990,150.08
SC,1,1991,151.86
SC,2,1991,153.6
SC,3,1991,154.23
SC,4,1991,156.89
SC,1,1992,157.68
SC,2,1992,158
SC,3,1992,160.25
SC,4,1992,160.88
SC,1,1993,161.05
SC,2,1993,162.54
SC,3,1993,164.57
SC,4,1993,165.22
SC,1,1994,166.13
SC,2,1994,167.37
SC,3,1994,167.95
SC,4,1994,168.44
SC,1,1995,169.68
SC,2,1995,171.61
SC,3,1995,173.98
SC,4,1995,176.28
SC,1,1996,178.81
SC,2,1996,179.4
SC,3,1996,180.71
SC,4,1996,183.48
SC,1,1997,184.51
SC,2,1997,186.85
SC,3,1997,190.07
SC,4,1997,192.47
SC,1,1998,195.59
SC,2,1998,197.58
SC,3,1998,200.47
SC,4,1998,203.17
SC,1,1999,206.05
SC,2,1999,208.69
SC,3,1999,210.71
SC,4,1999,212.29
SC,1,2000,214.58
SC,2,2000,217.17
SC,3,2000,219.81
SC,4,2000,222.8
SC,1,2001,228.99
SC,2,2001,231.35
SC,3,2001,233.14
SC,4,2001,236.07
SC,1,2002,237.05
SC,2,2002,238.28
SC,3,2002,242.38
SC,4,2002,244.53
SC,1,2003,245.8
SC,2,2003,248.27
SC,3,2003,249.73
SC,4,2003,252.08
SC,1,2004,254.94
SC,2,2004,257.34
SC,3,2004,262.19
SC,4,2004,266.95
SC,1,2005,272.06
SC,2,2005,276.57
SC,3,2005,283.47
SC,4,2005,289.56
SC,1,2006,294.46
SC,2,2006,299.22
SC,3,2006,303.8
SC,4,2006,311.05
SC,1,2007,314.77
SC,2,2007,318.01
SC,3,2007,318.28
SC,4,2007,324.12
SC,1,2008,326.84
SC,2,2008,327.49
SC,3,2008,325.63
SC,4,2008,325.02
SD,1,1975,74.29
SD,2,1975,72.77
SD,3,1975,60.46
SD,4,1975,61.46
SD,1,1976,61.81
SD,2,1976,68.02
SD,3,1976,70.77
SD,4,1976,66.36
SD,1,1977,59.71
SD,2,1977,70.66
SD,3,1977,76.75
SD,4,1977,81.47
SD,1,1978,76.8
SD,2,1978,81.71
SD,3,1978,85.76
SD,4,1978,82.68
