State,Quarter,Year,Data
MO,3,1975,66.7
MO,4,1975,65.34
MO,1,1976,66.58
MO,2,1976,77.71
MO,3,1976,70.39
MO,4,1976,69.8
MO,1,1977,71.67
MO,2,1977,80.58
MO,3,1977,77.21
MO,4,1977,80.4
MO,1,1978,83.5
MO,2,1978,91.47
MO,3,1978,88.65
MO,4,1978,91.81
MO,1,1979,94.07
MO,2,1979,101.23
MO,3,1979,98.53
MO,4,1979,101.52
MO,1,1980,100
MO,2,1980,109.77
MO,3,1980,104.93
MO,4,1980,105.11
MO,1,1981,105.18
MO,2,1981,102.96
MO,3,1981,102.6
MO,4,1981,101.59
MO,1,1982,103.22
MO,2,1982,101.08
MO,3,1982,103.37
MO,4,1982,103.57
MO,1,1983,105.28
MO,2,1983,107.34
MO,3,1983,111.12
MO,4,1983,112.72
MO,1,1984,112.68
MO,2,1984,114.98
MO,3,1984,118.67
MO,4,1984,118.82
MO,1,1985,119.79
MO,2,1985,122.84
MO,3,1985,125.17
MO,4,1985,126
MO,1,1986,126.95
MO,2,1986,128.8
MO,3,1986,131.24
MO,4,1986,133.67
MO,1,1987,135.3
MO,2,1987,138.22
MO,3,1987,139.49
MO,4,1987,140.09
MO,1,1988,140.36
MO,2,1988,141.9
MO,3,1988,142.94
MO,4,1988,142.86
MO,1,1989,142.95
MO,2,1989,144.56
MO,3,1989,145.26
MO,4,1989,145.95
MO,1,1990,145.94
MO,2,1990,145.89
MO,3,1990,146.24
MO,4,1990,144.99
MO,1,1991,146.67
MO,2,1991,147.32
MO,3,1991,147.89
MO,4,1991,149.42
MO,1,1992,150.2
MO,2,1992,150.64
MO,3,1992,151.66
MO,4,1992,152.52
MO,1,1993,152.7
MO,2,1993,153.62
MO,3,1993,154.72
MO,4,1993,156.07
MO,1,1994,157.56
MO,2,1994,160.55
MO,3,1994,162.94
MO,4,1994,163.45
MO,1,1995,165.39
MO,2,1995,167.3
MO,3,1995,169.89
MO,4,1995,171.2
MO,1,1996,172.87
MO,2,1996,174.95
MO,3,1996,176.37
MO,4,1996,178.26
MO,1,1997,180.03
MO,2,1997,181.58
MO,3,1997,184
MO,4,1997,185.84
MO,1,1998,187.54
MO,2,1998,189.15
MO,3,1998,191.52
MO,4,1998,193.22
MO,1,1999,195.72
MO,2,1999,198.71
MO,3,1999,201.02
MO,4,1999,202.96
MO,1,2000,206.78
MO,2,2000,209.18
MO,3,2000,212.63
MO,4,2000,215.26
MO,1,2001,219.18
MO,2,2001,222.39
MO,3,2001,225.62
MO,4,2001,227.87
MO,1,2002,231.73
MO,2,2002,234.7
MO,3,2002,237.61
MO,4,2002,240.62
MO,1,2003,242.67
MO,2,2003,244.33
MO,3,2003,247.39
MO,4,2003,253.13
MO,1,2004,256.05
MO,2,2004,259.5
MO,3,2004,265.76
MO,4,2004,269.62
MO,1,2005,273.96
MO,2,2005,278.44
MO,3,2005,283.27
MO,4,2005,287.09
MO,1,2006,290.25
MO,2,2006,291.41
MO,3,2006,294.4
MO,4,2006,298.4
MO,1,2007,300.71
MO,2,2007,301.98
MO,3,2007,301.43
MO,4,2007,304.27
MO,1,2008,305.24
MO,2,2008,303.83
MO,3,2008,300.55
MO,4,2008,302.61
MS,1,1975,77.52
MS,2,1975,72.12
MS,3,1975,74.77
MS,4,1975,71.11
MS,1,1976,75.94
MS,2,1976,80.88
MS,3,1976,74.35
MS,4,1976,78.69
MS,1,1977,74.86
MS,2,1977,79.91
MS,3,1977,79.01
MS,4,1977,88.02
MS,1,1978,90.55
MS,2,1978,85.87
MS,3,1978,87.34
MS,4,1978,88.83
MS,1,1979,102.8
MS,2,1979,103.73
MS,3,1979,106.79
MS,4,1979,95.08
MS,1,1980,100
MS,2,1980,98.8
MS,3,1980,106.37
MS,4,1980,98.78
MS,1,1981,97.09
MS,2,1981,117.32
MS,3,1981,109.95
MS,4,1981,95.7
MS,1,1982,102.54
MS,2,1982,105.76
MS,3,1982,112.28
MS,4,1982,109.64
MS,1,1983,114.35
MS,2,1983,115.35
MS,3,1983,114.07
MS,4,1983,116.96
MS,1,1984,122.08
MS,2,1984,116.62
MS,3,1984,112.65
MS,4,1984,117.95
MS,1,1985,121
MS,2,1985,124.22
MS,3,1985,123.98
MS,4,1985,124.27
MS,1,1986,125.91
MS,2,1986,127.62
MS,3,1986,125.92
MS,4,1986,125.36
MS,1,1987,128.11
MS,2,1987,126.26
MS,3,1987,127.66
MS,4,1987,123.55
MS,1,1988,123.43
MS,2,1988,125.78
MS,3,1988,124.35
MS,4,1988,125.98
MS,1,1989,121.87
MS,2,1989,125.84
MS,3,1989,127.54
MS,4,1989,126.56
MS,1,1990,128.45
MS,2,1990,125.97
MS,3,1990,127.68
MS,4,1990,126.45
MS,1,1991,129.22
MS,2,1991,128.23
MS,3,1991,128.06
MS,4,1991,131.28
MS,1,1992,132.99
MS,2,1992,133.49
MS,3,1992,134.36
MS,4,1992,134.98
MS,1,1993,135.44
MS,2,1993,137.31
MS,3,1993,139.2
MS,4,1993,140.33
MS,1,1994,142.51
MS,2,1994,144.55
MS,3,1994,146.09
MS,4,1994,148.51
MS,1,1995,148.21
MS,2,1995,151.67
MS,3,1995,154.1
MS,4,1995,155.55
MS,1,1996,156.77
MS,2,1996,157.59
MS,3,1996,160.34
MS,4,1996,161.42
MS,1,1997,162.15
MS,2,1997,163.34
MS,3,1997,165.53
MS,4,1997,168.04
MS,1,1998,170.27
MS,2,1998,172.73
MS,3,1998,174.33
MS,4,1998,176.18
MS,1,1999,178.37
MS,2,1999,180.63
MS,3,1999,181.42
MS,4,1999,181.09
MS,1,2000,183.11
MS,2,2000,184.39
MS,3,2000,187.09
MS,4,2000,188.48
MS,1,2001,193.46
MS,2,2001,194.72
MS,3,2001,196.68
MS,4,2001,198.32
MS,1,2002,198.98
MS,2,2002,198.37
MS,3,2002,202.01
MS,4,2002,203.8
MS,1,2003,205.31
MS,2,2003,206.84
MS,3,2003,207.97
MS,4,2003,209.37
MS,1,2004,211.67
MS,2,2004,213.87
MS,3,2004,216.57
MS,4,2004,219.49
MS,1,2005,221.2
MS,2,2005,225.69
MS,3,2005,229.93
MS,4,2005,235.5
MS,1,2006,239.73
MS,2,2006,246.84
MS,3,2006,252.37
MS,4,2006,256.99
MS,1,2007,261.68
MS,2,2007,262.63
MS,3,2007,264.56
MS,4,2007,268.36
MS,1,2008,269.74
MS,2,2008,269.95
MS,3,2008,264.6
MS,4,2008,268.38
MT,1,1975,57.92
MT,2,1975,55.16
MT,3,1975,58.59
MT,4,1975,59.68
MT,1,1976,61.48
MT,2,1976,67.07
MT,3,1976,68.76
MT,4,1976,62.72
MT,1,1977,66.74
MT,2,1977,70.84
MT,3,1977,75.39
MT,4,1977,78.02
MT,1,1978,87.29
MT,2,1978,91.47
MT,3,1978,91.03
MT,4,1978,90.8
MT,1,1979,91.35
MT,2,1979,103.15
MT,3,1979,96.96
MT,4,1979,101.96
MT,1,1980,100
MT,2,1980,92.01
MT,3,1980,106.61
MT,4,1980,101.51
MT,1,1981,97.36
MT,2,1981,103.05
MT,3,1981,114.22
MT,4,1981,93.64
MT,1,1982,105.79
MT,2,1982,108.32
MT,3,1982,98.67
MT,4,1982,113.22
MT,1,1983,103.69
MT,2,1983,105.66
MT,3,1983,111.97
MT,4,1983,116.27
MT,1,1984,121.83
MT,2,1984,120.5
MT,3,1984,114.68
MT,4,1984,114.06
MT,1,1985,116.37
MT,2,1985,111.39
MT,3,1985,116.56
MT,4,1985,118.33
MT,1,1986,117.71
MT,2,1986,114.95
MT,3,1986,116.32
MT,4,1986,115.96
MT,1,1987,113.24
MT,2,1987,113.75
MT,3,1987,112.29
MT,4,1987,105.93
MT,1,1988,110.13
MT,2,1988,110.39
MT,3,1988,115.66
MT,4,1988,114.25
MT,1,1989,112.06
MT,2,1989,113.07
MT,3,1989,116.11
MT,4,1989,117.03
MT,1,1990,114.77
MT,2,1990,117.5
MT,3,1990,123.19
MT,4,1990,122.9
MT,1,1991,120.69
MT,2,1991,125.16
MT,3,1991,127.17
MT,4,1991,131.63
MT,1,1992,133.7
MT,2,1992,135.44
MT,3,1992,139.76
MT,4,1992,144.04
MT,1,1993,146.53
MT,2,1993,150.63
MT,3,1993,153.25
MT,4,1993,158.19
MT,1,1994,161.12
MT,2,1994,168.36
MT,3,1994,171.64
MT,4,1994,172.48
MT,1,1995,174.17
MT,2,1995,178.52
MT,3,1995,182.06
MT,4,1995,183.41
MT,1,1996,186.53
MT,2,1996,187.32
MT,3,1996,189.58
MT,4,1996,191.31
MT,1,1997,191.44
MT,2,1997,192.51
MT,3,1997,194.9
MT,4,1997,198.59
MT,1,1998,199.97
MT,2,1998,200
MT,3,1998,201.33
MT,4,1998,203.34
MT,1,1999,203.68
MT,2,1999,205.4
MT,3,1999,207.73
MT,4,1999,207.35
MT,1,2000,210.36
MT,2,2000,212.35
MT,3,2000,215.19
MT,4,2000,218.07
MT,1,2001,222.79
MT,2,2001,225.54
MT,3,2001,227.49
MT,4,2001,229.22
MT,1,2002,234.32
MT,2,2002,236.8
MT,3,2002,241.22
MT,4,2002,243.26
MT,1,2003,245.91
MT,2,2003,251.17
MT,3,2003,256.51
MT,4,2003,263.82
MT,1,2004,268.74
MT,2,2004,275.09
MT,3,2004,284.72
MT,4,2004,292.22
MT,1,2005,299.01
MT,2,2005,311.38
MT,3,2005,320.59
MT,4,2005,332.42
MT,1,2006,338.38
MT,2,2006,350.49
MT,3,2006,360.18
MT,4,2006,368.07
MT,1,2007,373.6
MT,2,2007,382.06
MT,3,2007,387.14
MT,4,2007,392.1
MT,1,2008,394.59
MT,2,2008,395.65
MT,3,2008,390.33
MT,4,2008,393.61
NC,1,1975,67.3
NC,2,1975,67.2
NC,3,1975,69.07
NC,4,1975,71.45
NC,1,1976,71.76
NC,2,1976,70.69
NC,3,1976,73.08
NC,4,1976,73.8
NC,1,1977,75.62
NC,2,1977,74.89
NC,3,1977,78.74
NC,4,1977,81.19
NC,1,1978,82.22
NC,2,1978,85.25
NC,3,1978,86.97
NC,4,1978,89.26
NC,1,1979,89.83
NC,2,1979,91.95
NC,3,1979,94.73
NC,4,1979,96.57
NC,1,1980,100
NC,2,1980,97.97
NC,3,1980,101.4
NC,4,1980,101.33
NC,1,1981,106.72
NC,2,1981,105.67
NC,3,1981,106.86
NC,4,1981,103.88
NC,1,1982,107.64
NC,2,1982,108.36
NC,3,1982,109.67
NC,4,1982,111.25
NC,1,1983,112.46
NC,2,1983,111.4
NC,3,1983,114.92
NC,4,1983,118.1
NC,1,1984,117.8
NC,2,1984,122.94
NC,3,1984,122.33
NC,4,1984,124.98
NC,1,1985,127.63
NC,2,1985,130.01
NC,3,1985,132.9
NC,4,1985,134.93
NC,1,1986,136.05
NC,2,1986,138.42
NC,3,1986,141.25
NC,4,1986,142.89
NC,1,1987,145.41
NC,2,1987,147.25
NC,3,1987,149.24
NC,4,1987,150.34
NC,1,1988,151.24
NC,2,1988,153.58
NC,3,1988,155.37
NC,4,1988,155.78
NC,1,1989,156.97
NC,2,1989,157.35
NC,3,1989,160.05
NC,4,1989,160.42
NC,1,1990,160.96
NC,2,1990,161.53
NC,3,1990,163.23
NC,4,1990,162.82
NC,1,1991,163.98
NC,2,1991,164.9
NC,3,1991,165.37
NC,4,1991,167.58
NC,1,1992,168.92
NC,2,1992,169.18
NC,3,1992,171.19
NC,4,1992,172.06
NC,1,1993,172.38
NC,2,1993,173.89
NC,3,1993,175.69
NC,4,1993,177.08
NC,1,1994,178.8
NC,2,1994,181.35
NC,3,1994,183.97
NC,4,1994,185.86
NC,1,1995,186.94
NC,2,1995,189.54
NC,3,1995,192.98
NC,4,1995,194.95
NC,1,1996,197.38
NC,2,1996,198.81
NC,3,1996,201.19
NC,4,1996,203.11
NC,1,1997,205.51
NC,2,1997,207.87
NC,3,1997,210.98
NC,4,1997,214.33
NC,1,1998,217.09
NC,2,1998,218.54
NC,3,1998,221.72
NC,4,1998,223.95
NC,1,1999,225.96
NC,2,1999,228.03
NC,3,1999,229.38
NC,4,1999,230.39
NC,1,2000,232.36
NC,2,2000,235.37
NC,3,2000,238.27
NC,4,2000,240.95
NC,1,2001,246.37
NC,2,2001,248.64
NC,3,2001,250.46
NC,4,2001,252.97
NC,1,2002,254.41
NC,2,2002,255.42
NC,3,2002,259
NC,4,2002,260.89
NC,1,2003,262.98
NC,2,2003,264.87
NC,3,2003,266.03
NC,4,2003,268.49
NC,1,2004,271.41
NC,2,2004,273.82
NC,3,2004,276.56
NC,4,2004,281.59
NC,1,2005,286.1
NC,2,2005,289.71
NC,3,2005,296.37
NC,4,2005,303.16
NC,1,2006,308.59
NC,2,2006,313.56
NC,3,2006,318.78
NC,4,2006,325.64
NC,1,2007,331.86
NC,2,2007,335.46
NC,3,2007,338.31
NC,4,2007,342.23
NC,1,2008,345.46
NC,2,2008,347.35
NC,3,2008,345.76
NC,4,2008,346.15
ND,1,1975,70.07
ND,2,1975,60.46
ND,3,1975,69.7
ND,4,1975,64.31
ND,1,1976,73.9
ND,2,1976,75.8
ND,3,1976,72.4
ND,4,1976,77.62
ND,1,1977,83.35
ND,2,1977,89.83
ND,3,1977,81.89
ND,4,1977,79.69
ND,1,1978,89.46
ND,2,1978,81.69
ND,3,1978,91.87
ND,4,1978,86.61
ND,1,1979,102.56
ND,2,1979,102.84
ND,3,1979,100.94
ND,4,1979,106.09
ND,1,1980,100
ND,2,1980,118.35
ND,3,1980,102.47
ND,4,1980,99.65
ND,1,1981,101.18
ND,2,1981,110.68
ND,3,1981,122.26
ND,4,1981,114.52
ND,1,1982,103.75
ND,2,1982,83.08
ND,3,1982,81.96
ND,4,1982,91.44
ND,1,1983,107.36
ND,2,1983,110.43
ND,3,1983,89.08
ND,4,1983,112.01
ND,1,1984,122.59
ND,2,1984,114.91
ND,3,1984,118.05
ND,4,1984,113.91
ND,1,1985,112.14
ND,2,1985,112.68
ND,3,1985,116.15
ND,4,1985,111.62
ND,1,1986,116.13
ND,2,1986,115.32
ND,3,1986,114.89
ND,4,1986,112.81
ND,1,1987,116.72
ND,2,1987,113.97
ND,3,1987,113.93
ND,4,1987,112.88
ND,1,1988,110.64
ND,2,1988,112.44
ND,3,1988,112.58
ND,4,1988,108.01
ND,1,1989,112.13
ND,2,1989,111.43
ND,3,1989,112.88
ND,4,1989,114.23
ND,1,1990,114.5
ND,2,1990,113.76
ND,3,1990,115.91
ND,4,1990,114.47
ND,1,1991,116.08
ND,2,1991,117.35
ND,3,1991,117.98
ND,4,1991,118.7
ND,1,1992,121.36
ND,2,1992,121.62
ND,3,1992,122.74
ND,4,1992,124.04
ND,1,1993,125.22
ND,2,1993,127.48
ND,3,1993,129.97
ND,4,1993,131
ND,1,1994,132.68
ND,2,1994,136.62
ND,3,1994,137.85
ND,4,1994,137.91
ND,1,1995,139.33
ND,2,1995,141.99
ND,3,1995,143.48
ND,4,1995,144.26
ND,1,1996,148.13
ND,2,1996,146.19
ND,3,1996,148.94
ND,4,1996,149.1
ND,1,1997,149.75
ND,2,1997,149.92
ND,3,1997,152.53
ND,4,1997,154.65
ND,1,1998,158.11
ND,2,1998,159.2
ND,3,1998,161.05
ND,4,1998,161.27
ND,1,1999,162.24
ND,2,1999,162.67
ND,3,1999,162.79
ND,4,1999,161.73
ND,1,2000,162.99
ND,2,2000,163.88
ND,3,2000,165.71
ND,4,2000,167.56
ND,1,2001,172.11
ND,2,2001,172.98
ND,3,2001,174.61
ND,4,2001,175.97
ND,1,2002,177.64
ND,2,2002,179.76
ND,3,2002,183.67
ND,4,2002,185.72
ND,1,2003,186.81
ND,2,2003,189.7
ND,3,2003,191.77
ND,4,2003,196.3
ND,1,2004,197.62
ND,2,2004,202.15
ND,3,2004,208.11
ND,4,2004,212.72
ND,1,2005,214.11
ND,2,2005,219.36
ND,3,2005,226.07
ND,4,2005,229.03
ND,1,2006,231.14
ND,2,2006,237.49
ND,3,2006,241.05
ND,4,2006,241.52
ND,1,2007,248.27
ND,2,2007,252.11
ND,3,2007,253.4
ND,4,2007,259.38
ND,1,2008,259.52
ND,2,2008,261.91
ND,3,2008,264.43
ND,4,2008,268.13
NE,1,1975,65.66
NE,2,1975,63.51
NE,3,1975,61.41
NE,4,1975,69.02
NE,1,1976,73.99
NE,2,1976,71.14
NE,3,1976,68.36
NE,4,1976,71.55
NE,1,1977,75.46
NE,2,1977,76.83
NE,3,1977,78.22
NE,4,1977,82.34
NE,1,1978,79.87
NE,2,1978,85.64
NE,3,1978,85.73
NE,4,1978,87.37
NE,1,1979,94.62
NE,2,1979,94.52
NE,3,1979,97.03
NE,4,1979,97.64
NE,1,1980,100
NE,2,1980,99.45
NE,3,1980,101.93
NE,4,1980,105.14
NE,1,1981,103.2
NE,2,1981,102.66
NE,3,1981,101.37
NE,4,1981,99.73
NE,1,1982,106.81
NE,2,1982,108.21
NE,3,1982,109.64
NE,4,1982,108.47
NE,1,1983,109.58
NE,2,1983,109.84
NE,3,1983,110.84
NE,4,1983,111.11
NE,1,1984,109.84
NE,2,1984,113.76
NE,3,1984,112.29
NE,4,1984,111.4
NE,1,1985,112.24
NE,2,1985,113.18
NE,3,1985,113.35
NE,4,1985,114.63
NE,1,1986,115.6
NE,2,1986,115.87
NE,3,1986,115.86
NE,4,1986,117.05
NE,1,1987,117.69
NE,2,1987,117.28
NE,3,1987,116.27
NE,4,1987,117.11
NE,1,1988,117.25
NE,2,1988,118.05
NE,3,1988,118.53
NE,4,1988,118.37
NE,1,1989,119.54
NE,2,1989,120.95
NE,3,1989,121.4
NE,4,1989,122.92
NE,1,1990,123.78
NE,2,1990,125.71
NE,3,1990,127.1
NE,4,1990,127.24
NE,1,1991,128.27
NE,2,1991,129.72
NE,3,1991,130.66
NE,4,1991,131.75
NE,1,1992,133.47
NE,2,1992,135.22
NE,3,1992,137.37
NE,4,1992,138.23
NE,1,1993,139.61
NE,2,1993,141.22
NE,3,1993,143.45
NE,4,1993,145.68
NE,1,1994,147.64
NE,2,1994,152.58
NE,3,1994,156.34
NE,4,1994,156.06
NE,1,1995,157.23
NE,2,1995,160.76
NE,3,1995,162.91
NE,4,1995,164.22
NE,1,1996,166.28
NE,2,1996,169.34
NE,3,1996,171.9
NE,4,1996,173.07
NE,1,1997,174.61
NE,2,1997,177.8
NE,3,1997,180.09
NE,4,1997,182.45
NE,1,1998,184.42
NE,2,1998,185.64
NE,3,1998,188.35
NE,4,1998,190.6
NE,1,1999,191.9
NE,2,1999,195.26
NE,3,1999,196.14
NE,4,1999,197.31
NE,1,2000,198.67
NE,2,2000,201.27
NE,3,2000,203.15
NE,4,2000,204.67
NE,1,2001,207.49
NE,2,2001,209.8
NE,3,2001,211.56
NE,4,2001,213.27
NE,1,2002,215.12
NE,2,2002,216.14
NE,3,2002,218.36
NE,4,2002,219.87
NE,1,2003,221.1
NE,2,2003,222.17
NE,3,2003,224.5
NE,4,2003,228.3
NE,1,2004,229.45
NE,2,2004,232.75
NE,3,2004,237.38
NE,4,2004,239.82
NE,1,2005,241.35
NE,2,2005,245.13
NE,3,2005,248.82
NE,4,2005,248.52
NE,1,2006,249.3
NE,2,2006,251.88
NE,3,2006,253.73
NE,4,2006,253.58
NE,1,2007,255.75
NE,2,2007,257.76
NE,3,2007,257.43
NE,4,2007,258.18
NE,1,2008,260.4
NE,2,2008,260.87
NE,3,2008,256.46
NE,4,2008,258.4
NH,1,1975,58.21
NH,2,1975,72.96
NH,3,1975,74.31
NH,4,1975,34.95
NH,1,1976,70.54
NH,2,1976,67.67
NH,3,1976,69.96
NH,4,1976,103.65
NH,1,1977,69.38
NH,2,1977,73.03
NH,3,1977,73.64
NH,4,1977,81.42
NH,1,1978,75.03
NH,2,1978,80.57
NH,3,1978,88.76
NH,4,1978,93.25
NH,1,1979,93.44
NH,2,1979,101.08
NH,3,1979,99.37
NH,4,1979,102.69
NH,1,1980,100
NH,2,1980,103.49
NH,3,1980,108.48
NH,4,1980,105.84
NH,1,1981,102.77
NH,2,1981,107.85
NH,3,1981,105.47
NH,4,1981,113.98
NH,1,1982,111.02
NH,2,1982,108.02
NH,3,1982,115.96
NH,4,1982,112.9
NH,1,1983,115.19
NH,2,1983,120.52
NH,3,1983,123.61
NH,4,1983,124.26
NH,1,1984,129.82
NH,2,1984,136.22
NH,3,1984,142.12
NH,4,1984,146.3
NH,1,1985,151.14
NH,2,1985,160.98
NH,3,1985,170.06
NH,4,1985,180.51
NH,1,1986,189.4
NH,2,1986,198.7
NH,3,1986,207.93
NH,4,1986,219.73
NH,1,1987,225.2
NH,2,1987,234.66
NH,3,1987,237.42
NH,4,1987,241.03
NH,1,1988,240.82
NH,2,1988,243.85
NH,3,1988,243.54
NH,4,1988,243.5
NH,1,1989,243.84
NH,2,1989,240.84
NH,3,1989,244.23
NH,4,1989,244.62
NH,1,1990,240.49
NH,2,1990,229.77
NH,3,1990,224.6
NH,4,1990,216.78
NH,1,1991,214.12
NH,2,1991,210.74
NH,3,1991,206.16
NH,4,1991,206.62
NH,1,1992,206.64
NH,2,1992,201.99
NH,3,1992,201.32
NH,4,1992,201.13
NH,1,1993,199.48
NH,2,1993,201.74
NH,3,1993,202.03
NH,4,1993,202.75
NH,1,1994,203.14
NH,2,1994,200.13
NH,3,1994,196.55
NH,4,1994,195.62
NH,1,1995,196.16
NH,2,1995,198.89
NH,3,1995,203.29
NH,4,1995,205.86
NH,1,1996,207.33
NH,2,1996,206.63
NH,3,1996,208.43
NH,4,1996,210.16
NH,1,1997,211.62
NH,2,1997,214.03
NH,3,1997,216.91
NH,4,1997,220.35
NH,1,1998,223.64
NH,2,1998,228.05
NH,3,1998,232.16
NH,4,1998,236.26
NH,1,1999,239.65
NH,2,1999,246.42
NH,3,1999,254.28
NH,4,1999,259.03
NH,1,2000,268.99
NH,2,2000,277.98
NH,3,2000,288.41
NH,4,2000,296.69
NH,1,2001,303.68
NH,2,2001,314.14
NH,3,2001,324.58
NH,4,2001,330.95
NH,1,2002,339.92
NH,2,2002,351.75
NH,3,2002,362.66
NH,4,2002,371.01
NH,1,2003,376.86
NH,2,2003,382.43
NH,3,2003,392.36
NH,4,2003,407.68
NH,1,2004,413.78
NH,2,2004,424.44
NH,3,2004,442.72
NH,4,2004,452.21
NH,1,2005,463.94
NH,2,2005,475.14
NH,3,2005,486.42
NH,4,2005,493.38
NH,1,2006,497.46
NH,2,2006,496.44
NH,3,2006,495.6
NH,4,2006,500.39
NH,1,2007,498.96
NH,2,2007,497.88
NH,3,2007,490.56
NH,4,2007,492.42
NH,1,2008,494.98
NH,2,2008,485.84
NH,3,2008,469.64
NH,4,2008,470.39
NJ,1,1975,64.41
NJ,2,1975,60.95
NJ,3,1975,60.96
NJ,4,1975,61.76
NJ,1,1976,63.34
NJ,2,1976,63.4
NJ,3,1976,65.77
NJ,4,1976,62.48
NJ,1,1977,64.72
NJ,2,1977,65.09
NJ,3,1977,66.79
NJ,4,1977,68.53
NJ,1,1978,71.02
NJ,2,1978,72.85
NJ,3,1978,75.78
NJ,4,1978,79.76
NJ,1,1979,84.79
NJ,2,1979,87.16
NJ,3,1979,90.72
NJ,4,1979,94.45
NJ,1,1980,100
NJ,2,1980,100.74
NJ,3,1980,100
NJ,4,1980,103.53
NJ,1,1981,103.35
NJ,2,1981,105.26
NJ,3,1981,107.11
NJ,4,1981,107.31
NJ,1,1982,109.86
NJ,2,1982,110.41
NJ,3,1982,109.83
NJ,4,1982,108.71
NJ,1,1983,109.58
NJ,2,1983,113.43
NJ,3,1983,117.01
NJ,4,1983,120.24
NJ,1,1984,123.06
NJ,2,1984,129.32
NJ,3,1984,134.34
NJ,4,1984,137.47
NJ,1,1985,141.34
NJ,2,1985,147.58
NJ,3,1985,154.1
NJ,4,1985,160.8
NJ,1,1986,166.87
NJ,2,1986,176.7
NJ,3,1986,187.87
NJ,4,1986,197.79
NJ,1,1987,208.51
NJ,2,1987,219.48
NJ,3,1987,228.25
NJ,4,1987,233.18
NJ,1,1988,238.27
NJ,2,1988,244.59
NJ,3,1988,245.07
NJ,4,1988,244.38
NJ,1,1989,243.74
NJ,2,1989,243.09
NJ,3,1989,244.6
NJ,4,1989,245.28
NJ,1,1990,242.28
NJ,2,1990,237.13
NJ,3,1990,234.1
NJ,4,1990,230.18
NJ,1,1991,229.08
NJ,2,1991,227.33
NJ,3,1991,226.11
NJ,4,1991,228.84
NJ,1,1992,230.4
NJ,2,1992,228.63
NJ,3,1992,230.45
NJ,4,1992,231.75
NJ,1,1993,231.6
NJ,2,1993,233.31
NJ,3,1993,233.83
NJ,4,1993,235.27
NJ,1,1994,235.77
NJ,2,1994,233.66
NJ,3,1994,231.41
NJ,4,1994,228.59
NJ,1,1995,227.74
NJ,2,1995,230.58
NJ,3,1995,234.74
NJ,4,1995,235.22
NJ,1,1996,238.57
NJ,2,1996,236.31
NJ,3,1996,235.61
NJ,4,1996,235.52
NJ,1,1997,237.49
NJ,2,1997,238.34
NJ,3,1997,241.15
NJ,4,1997,243.66
NJ,1,1998,248.31
NJ,2,1998,248.91
NJ,3,1998,251.33
NJ,4,1998,253.54
NJ,1,1999,256.53
NJ,2,1999,259.79
NJ,3,1999,265.95
NJ,4,1999,268.83
NJ,1,2000,275.45
NJ,2,2000,282.14
NJ,3,2000,290.09
NJ,4,2000,294.91
NJ,1,2001,302
NJ,2,2001,310.59
NJ,3,2001,319.36
NJ,4,2001,325.99
NJ,1,2002,335.4
NJ,2,2002,347.47
NJ,3,2002,359.13
NJ,4,2002,367.57
NJ,1,2003,374.47
NJ,2,2003,380.68
NJ,3,2003,392.11
NJ,4,2003,412.15
NJ,1,2004,420.31
NJ,2,2004,433.73
NJ,3,2004,461.93
NJ,4,2004,474.24
NJ,1,2005,488.7
NJ,2,2005,509.27
NJ,3,2005,528.92
NJ,4,2005,546.46
NJ,1,2006,558.4
NJ,2,2006,566.04
NJ,3,2006,570.57
NJ,4,2006,575.2
NJ,1,2007,577.88
NJ,2,2007,575.41
NJ,3,2007,571.49
NJ,4,2007,572.28
NJ,1,2008,569.45
NJ,2,2008,557.05
NJ,3,2008,544.02
NJ,4,2008,541.68
NM,1,1975,56.35
NM,2,1975,59.16
NM,3,1975,59.71
NM,4,1975,55.57
NM,1,1976,59.98
NM,2,1976,62.66
NM,3,1976,63.33
NM,4,1976,65.21
NM,1,1977,69.12
NM,2,1977,70.76
NM,3,1977,73.62
NM,4,1977,75.92
NM,1,1978,76.96
NM,2,1978,78.09
NM,3,1978,81.2
NM,4,1978,84.19
NM,1,1979,89.43
NM,2,1979,92.32
NM,3,1979,94.97
NM,4,1979,95.44
NM,1,1980,100
NM,2,1980,96.62
NM,3,1980,100.26
NM,4,1980,104.85
NM,1,1981,103.54
NM,2,1981,114.04
NM,3,1981,116.04
NM,4,1981,117.84
NM,1,1982,122.75
NM,2,1982,125.03
NM,3,1982,131.7
NM,4,1982,124.39
NM,1,1983,131.82
NM,2,1983,123.6
NM,3,1983,124.03
NM,4,1983,125.44
NM,1,1984,126.04
NM,2,1984,121.89
NM,3,1984,127.1
NM,4,1984,127.88
NM,1,1985,125.96
NM,2,1985,127.44
NM,3,1985,128.58
NM,4,1985,129.03
NM,1,1986,130.88
NM,2,1986,133.46
NM,3,1986,132.63
NM,4,1986,133.78
NM,1,1987,135.38
NM,2,1987,134.43
NM,3,1987,132.69
NM,4,1987,131.45
NM,1,1988,131.92
NM,2,1988,130.72
NM,3,1988,132.15
NM,4,1988,130.32
NM,1,1989,131.62
NM,2,1989,131.69
NM,3,1989,134.07
NM,4,1989,135.71
NM,1,1990,133.5
NM,2,1990,134.04
NM,3,1990,135.84
NM,4,1990,135.92
NM,1,1991,136.78
NM,2,1991,138.26
NM,3,1991,139.04
NM,4,1991,141.21
NM,1,1992,144.7
NM,2,1992,145.5
NM,3,1992,146.42
